id,title,artist,genre,year,decade,clean_lyrics,word_count,topic_id,topic_label,overall_sentiment,sentiment_score,emotion_label,joy,sadness,anger,fear,surprise,disgust,neutral
d5289e7e-edb6-45c3-9c86-33e008e3f5fe,Don't You Worry Child,Swedish House Mafia,electronic,2012,2010s,Walking down the road I see the signs of loss & grief everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,3,Loss & Grief,positive,0.76,joy,0.3195,0.2178,0.1919,0.1321,0.0236,0.1023,0.013
6e4c0044-e008-4029-adcb-b59c3f8957d1,Titanium,David Guetta,electronic,2011,2010s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.84,joy,0.3254,0.1132,0.0881,0.1552,0.1238,0.149,0.0453
f0ff3e78-4e1e-4698-a746-816b0c27f2a5,Wake Me Up,Avicii,electronic,2013,2010s,Walking down the road I see the signs of nostalgia & memory everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,6,Nostalgia & Memory,positive,0.8,joy,0.3719,0.1499,0.0565,0.0774,0.1421,0.1545,0.0478
f0ecc9ce-bd6b-48a3-aff9-06ea6b0e9809,Lean On,Major Lazer,electronic,2015,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.82,joy,0.2977,0.1297,0.1637,0.0878,0.0734,0.1179,0.1299
0121447d-2a75-476c-a619-92929c1f86ff,Strobe,deadmau5,electronic,2009,2000s,Walking down the road I see the signs of nostalgia & memory everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,6,Nostalgia & Memory,neutral,0.61,sadness,0.1824,0.2866,0.1309,0.0532,0.187,0.0386,0.1214
f781e4d7-8d1a-450e-afdc-07af98bab026,Bangarang,Skrillex,electronic,2011,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.86,joy,0.3322,0.0601,0.0914,0.1321,0.1733,0.0336,0.1772
806af91b-0c79-47d1-9b4d-221ca99275af,Bohemian Like You,The Dandy Warhols,rock,2000,2000s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.7,joy,0.3786,0.0822,0.109,0.0315,0.0761,0.1701,0.1526
00a9742e-7796-42eb-97e2-5de4cecb00ef,Blister in the Sun,Violent Femmes,rock,1983,1980s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.66,joy,0.301,0.1184,0.1628,0.1583,0.1381,0.0836,0.0379
faa80382-25bd-4423-a7eb-c7ff0cb0dad7,Blackbird,The Beatles,rock,1968,1960s,Walking down the road I see the signs of social justice everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,42,2,Social Justice,positive,0.73,sadness,0.0653,0.3333,0.0848,0.1343,0.1576,0.0894,0.1354
2fddedff-71ee-43a8-afce-8a2e12af3b6f,Yesterday,The Beatles,rock,1965,1960s,Walking down the road I see the signs of loss & grief everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,3,Loss & Grief,negative,0.85,sadness,0.0961,0.2467,0.1458,0.1108,0.1557,0.104,0.141
e46ece56-b847-473b-b5de-a3ddf0e97b41,Hey Jude,The Beatles,rock,1968,1960s,Walking down the road I see the signs of loss & grief everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,3,Loss & Grief,positive,0.78,joy,0.3369,0.0842,0.1099,0.0487,0.1231,0.0671,0.23
d7950d61-572e-4b1f-8432-79c9c3958465,Dream On,Aerosmith,rock,1973,1970s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.79,joy,0.3347,0.0668,0.1483,0.1384,0.0073,0.1782,0.1262
d1eafb7d-9482-40d7-9afa-738d02dadf41,Heart of Gold,Neil Young,rock,1972,1970s,Walking down the road I see the signs of faith & spirituality everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,7,Faith & Spirituality,positive,0.75,joy,0.2865,0.0474,0.155,0.0811,0.0625,0.1697,0.1978
68fc9e04-23f0-4b15-a838-65a1e4d49a43,The Sound of Silence,Simon & Garfunkel,rock,1964,1960s,Walking down the road I see the signs of social justice everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,42,2,Social Justice,negative,0.7,sadness,0.041,0.3112,0.1076,0.1413,0.1635,0.1249,0.1104
e4d3ccfd-c206-4169-b5fc-59f21d793675,Bridge Over Troubled Water,Simon & Garfunkel,rock,1970,1970s,Walking down the road I see the signs of faith & spirituality everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,7,Faith & Spirituality,positive,0.87,joy,0.3496,0.2042,0.0352,0.0688,0.1586,0.0813,0.1022
087a86a4-6c10-4658-ab53-bcab36d1318f,Let It Be,The Beatles,rock,1970,1970s,Walking down the road I see the signs of faith & spirituality everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,7,Faith & Spirituality,positive,0.84,joy,0.4532,0.0599,0.1488,0.1077,0.0512,0.0679,0.1113
7b4b5580-a390-4fc9-ba33-e76de0918222,What's Going On,Marvin Gaye,r&b,1971,1970s,Walking down the road I see the signs of social justice everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,42,2,Social Justice,neutral,0.68,sadness,0.1289,0.4058,0.0535,0.1249,0.0647,0.0758,0.1464
3ced436b-f8b2-4cd9-ac9e-2bb23f6a11df,Respect,Aretha Franklin,r&b,1967,1960s,Walking down the road I see the signs of social justice everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,42,2,Social Justice,positive,0.9,joy,0.3585,0.141,0.1211,0.0225,0.0904,0.1402,0.1263
02004359-3310-45a5-bd80-d262e59c1af7,A Change Is Gonna Come,Sam Cooke,r&b,1964,1960s,Walking down the road I see the signs of social justice everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,42,2,Social Justice,positive,0.8,joy,0.3594,0.0079,0.1458,0.1231,0.0107,0.2186,0.1346
af8f0eba-a610-4c34-a660-4b54ed5e6a7c,Stand by Me,Ben E. King,r&b,1961,1960s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.88,joy,0.2953,0.0377,0.0882,0.0394,0.2041,0.191,0.1444
5e01fe41-55e2-4410-98e4-ebcf4f646585,I Say a Little Prayer,Aretha Franklin,r&b,1968,1960s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.89,joy,0.3781,0.0173,0.0388,0.1042,0.2233,0.0373,0.2009
